,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,id,name,year,odokm,price,grade,drive,owner,url,date
95,95.0,95.0,95.0,5.0,,,2014-2WD-SSE-AD-12059000,2014 Toyota Kluger Grande Auto 2WD,2014,71243,39500,3,2WD,private,https://www.carsales.com.au/cars/details/2014-toyota-kluger-grande-auto-2wd/SSE-AD-12059000/,2022-06-22 00:00:00
96,96.0,96.0,96.0,6.0,,,2019-AWD-SSE-AD-12617076,2019 Toyota Kluger GXL Auto AWD,2019,19649,58650,2,AWD,private,https://www.carsales.com.au/cars/details/2019-toyota-kluger-gxl-auto-awd/SSE-AD-12617076/,2022-06-22 00:00:00
97,97.0,97.0,97.0,7.0,,,2012-2WD-SSE-AD-13032270,2012 Toyota Kluger Altitude Auto 2WD MY12,2012,145842,24000,1,2WD,private,https://www.carsales.com.au/cars/details/2012-toyota-kluger-altitude-auto-2wd-my12/SSE-AD-13032270/,2022-06-22 00:00:00
98,98.0,98.0,98.0,8.0,,,2017-2WD-SSE-AD-12624836,2017 Toyota Kluger GX Auto 2WD,2017,67000,34999,1,2WD,private,https://www.carsales.com.au/cars/details/2017-toyota-kluger-gx-auto-2wd/SSE-AD-12624836/,2022-06-22 00:00:00
99,99.0,99.0,99.0,9.0,,,2014-AWD-SSE-AD-12966518,2014 Toyota Kluger GX Auto AWD,2014,144226,28990,1,AWD,private,https://www.carsales.com.au/cars/details/2014-toyota-kluger-gx-auto-awd/SSE-AD-12966518/,2022-06-22 00:00:00
100,100.0,100.0,100.0,10.0,,,2017-2WD-SSE-AD-12456464,2017 Toyota Kluger GX Auto 2WD,2017,113000,34500,1,2WD,private,https://www.carsales.com.au/cars/details/2017-toyota-kluger-gx-auto-2wd/SSE-AD-12456464/,2022-06-22 00:00:00
101,101.0,101.0,101.0,11.0,,,2016-2WD-SSE-AD-12177637,2016 Toyota Kluger GXL Auto 2WD,2016,89000,38000,2,2WD,private,https://www.carsales.com.au/cars/details/2016-toyota-kluger-gxl-auto-2wd/SSE-AD-12177637/,2022-06-22 00:00:00
102,102.0,102.0,102.0,0.0,,,2018-AWD-SSE-AD-12848247,2018 Toyota Kluger GXL Auto AWD,2018,37000,54000,2,AWD,private,https://www.carsales.com.au/cars/details/2018-toyota-kluger-gxl-auto-awd/SSE-AD-12848247/,2022-06-22 00:00:00
103,103.0,103.0,103.0,1.0,,,2019-2WD-SSE-AD-12313738,2019 Toyota Kluger Grande Auto 2WD,2019,27000,58500,3,2WD,private,https://www.carsales.com.au/cars/details/2019-toyota-kluger-grande-auto-2wd/SSE-AD-12313738/,2022-06-22 00:00:00
104,104.0,104.0,0.0,,,,2015-2WD-SSE-AD-12924600,2015 Toyota Kluger GX Auto 2WD,2015,66000,37500,1,2WD,private,https://www.carsales.com.au/cars/details/2015-toyota-kluger-gx-auto-2wd/SSE-AD-12924600/,2022-06-22 00:00:00
105,105.0,105.0,1.0,,,,2014-AWD-SSE-AD-13027234,2014 Toyota Kluger GXL Auto AWD,2014,112000,34000,2,AWD,private,https://www.carsales.com.au/cars/details/2014-toyota-kluger-gxl-auto-awd/SSE-AD-13027234/,2022-06-22 00:00:00
106,106.0,106.0,2.0,,,,2012-AWD-SSE-AD-12884730,2012 Toyota Kluger Altitude Auto AWD MY12,2012,145000,24500,1,AWD,private,https://www.carsales.com.au/cars/details/2012-toyota-kluger-altitude-auto-awd-my12/SSE-AD-12884730/,2022-06-22 00:00:00
107,107.0,107.0,3.0,,,,2015-2WD-SSE-AD-12924600,2015 Toyota Kluger GX Auto 2WD,2015,66000,37500,1,2WD,private,https://www.carsales.com.au/cars/details/2015-toyota-kluger-gx-auto-2wd/SSE-AD-12924600/,2022-06-22 00:00:00
108,108.0,108.0,4.0,,,,2018-2WD-SSE-AD-12963037,2018 Toyota Kluger GX Auto 2WD,2018,61000,39500,1,2WD,private,https://www.carsales.com.au/cars/details/2018-toyota-kluger-gx-auto-2wd/SSE-AD-12963037/,2022-06-22 00:00:00
109,109.0,109.0,5.0,,,,2014-AWD-SSE-AD-13027234,2014 Toyota Kluger GXL Auto AWD,2014,112000,34000,2,AWD,private,https://www.carsales.com.au/cars/details/2014-toyota-kluger-gxl-auto-awd/SSE-AD-13027234/,2022-06-22 00:00:00
110,110.0,110.0,6.0,,,,2019-2WD-SSE-AD-12799852,2019 Toyota Kluger GXL Auto 2WD,2019,48500,48800,2,2WD,private,https://www.carsales.com.au/cars/details/2019-toyota-kluger-gxl-auto-2wd/SSE-AD-12799852/,2022-06-22 00:00:00
111,111.0,111.0,7.0,,,,2018-AWD-SSE-AD-12554582,2018 Toyota Kluger Grande Auto AWD,2018,64665,53990,3,AWD,private,https://www.carsales.com.au/cars/details/2018-toyota-kluger-grande-auto-awd/SSE-AD-12554582/,2022-06-22 00:00:00
112,112.0,112.0,8.0,,,,2016-AWD-SSE-AD-12902702,2016 Toyota Kluger Grande Auto AWD,2016,125000,39990,3,AWD,private,https://www.carsales.com.au/cars/details/2016-toyota-kluger-grande-auto-awd/SSE-AD-12902702/,2022-06-22 00:00:00
113,113.0,113.0,9.0,,,,2018-2WD-SSE-AD-12801863,2018 Toyota Kluger Grande Auto 2WD,2018,33500,50000,3,2WD,private,https://www.carsales.com.au/cars/details/2018-toyota-kluger-grande-auto-2wd/SSE-AD-12801863/,2022-06-22 00:00:00
114,114.0,114.0,10.0,,,,2018-AWD-SSE-AD-12930081,2018 Toyota Kluger GXL Auto AWD,2018,103300,39999,2,AWD,private,https://www.carsales.com.au/cars/details/2018-toyota-kluger-gxl-auto-awd/SSE-AD-12930081/,2022-06-22 00:00:00
115,115.0,115.0,11.0,,,,2015-2WD-SSE-AD-12720105,2015 Toyota Kluger GX Auto 2WD,2015,143000,27995,1,2WD,private,https://www.carsales.com.au/cars/details/2015-toyota-kluger-gx-auto-2wd/SSE-AD-12720105/,2022-06-22 00:00:00
116,116.0,116.0,12.0,,,,2014-AWD-SSE-AD-12752087,2014 Toyota Kluger Grande Auto AWD,2014,101900,37500,3,AWD,private,https://www.carsales.com.au/cars/details/2014-toyota-kluger-grande-auto-awd/SSE-AD-12752087/,2022-06-22 00:00:00
117,117.0,117.0,13.0,,,,2019-AWD-SSE-AD-12537255,2019 Toyota Kluger Grande Auto AWD,2019,15000,61999,3,AWD,private,https://www.carsales.com.au/cars/details/2019-toyota-kluger-grande-auto-awd/SSE-AD-12537255/,2022-06-22 00:00:00
118,118.0,118.0,0.0,,,,2016-AWD-SSE-AD-12447352,2016 Toyota Kluger Grande Auto AWD,2016,54000,48000,3,AWD,private,https://www.carsales.com.au/cars/details/2016-toyota-kluger-grande-auto-awd/SSE-AD-12447352/,2022-06-22 00:00:00
119,119.0,119.0,1.0,,,,2015-AWD-SSE-AD-12985739,2015 Toyota Kluger Grande Auto AWD,2015,112549,41500,3,AWD,private,https://www.carsales.com.au/cars/details/2015-toyota-kluger-grande-auto-awd/SSE-AD-12985739/,2022-06-22 00:00:00
120,120.0,120.0,2.0,,,,2017-2WD-SSE-AD-12934227,2017 Toyota Kluger GX Auto 2WD,2017,111000,33500,1,2WD,private,https://www.carsales.com.au/cars/details/2017-toyota-kluger-gx-auto-2wd/SSE-AD-12934227/,2022-06-22 00:00:00
121,121.0,121.0,3.0,,,,2014-AWD-SSE-AD-12621245,2014 Toyota Kluger GX Auto AWD,2014,91275,30900,1,AWD,private,https://www.carsales.com.au/cars/details/2014-toyota-kluger-gx-auto-awd/SSE-AD-12621245/,2022-06-22 00:00:00
122,122.0,122.0,4.0,,,,2011-2WD-SSE-AD-13015561,2011 Toyota Kluger KX-S Auto 2WD MY11,2011,141000,23700,2,2WD,private,https://www.carsales.com.au/cars/details/2011-toyota-kluger-kx-s-auto-2wd-my11/SSE-AD-13015561/,2022-06-22 00:00:00
123,123.0,123.0,5.0,,,,2014-2WD-SSE-AD-12059000,2014 Toyota Kluger Grande Auto 2WD,2014,71243,39500,3,2WD,private,https://www.carsales.com.au/cars/details/2014-toyota-kluger-grande-auto-2wd/SSE-AD-12059000/,2022-06-22 00:00:00
124,124.0,124.0,6.0,,,,2019-AWD-SSE-AD-12617076,2019 Toyota Kluger GXL Auto AWD,2019,19649,58650,2,AWD,private,https://www.carsales.com.au/cars/details/2019-toyota-kluger-gxl-auto-awd/SSE-AD-12617076/,2022-06-22 00:00:00
125,125.0,125.0,7.0,,,,2012-2WD-SSE-AD-13032270,2012 Toyota Kluger Altitude Auto 2WD MY12,2012,145842,24000,1,2WD,private,https://www.carsales.com.au/cars/details/2012-toyota-kluger-altitude-auto-2wd-my12/SSE-AD-13032270/,2022-06-22 00:00:00
126,126.0,126.0,8.0,,,,2017-2WD-SSE-AD-12624836,2017 Toyota Kluger GX Auto 2WD,2017,67000,34999,1,2WD,private,https://www.carsales.com.au/cars/details/2017-toyota-kluger-gx-auto-2wd/SSE-AD-12624836/,2022-06-22 00:00:00
127,127.0,127.0,9.0,,,,2014-AWD-SSE-AD-12966518,2014 Toyota Kluger GX Auto AWD,2014,144226,28990,1,AWD,private,https://www.carsales.com.au/cars/details/2014-toyota-kluger-gx-auto-awd/SSE-AD-12966518/,2022-06-22 00:00:00
128,128.0,128.0,10.0,,,,2017-2WD-SSE-AD-12456464,2017 Toyota Kluger GX Auto 2WD,2017,113000,34500,1,2WD,private,https://www.carsales.com.au/cars/details/2017-toyota-kluger-gx-auto-2wd/SSE-AD-12456464/,2022-06-22 00:00:00
129,129.0,129.0,11.0,,,,2016-2WD-SSE-AD-12177637,2016 Toyota Kluger GXL Auto 2WD,2016,89000,38000,2,2WD,private,https://www.carsales.com.au/cars/details/2016-toyota-kluger-gxl-auto-2wd/SSE-AD-12177637/,2022-06-22 00:00:00
130,130.0,130.0,0.0,,,,2018-AWD-SSE-AD-12848247,2018 Toyota Kluger GXL Auto AWD,2018,37000,54000,2,AWD,private,https://www.carsales.com.au/cars/details/2018-toyota-kluger-gxl-auto-awd/SSE-AD-12848247/,2022-06-22 00:00:00
131,131.0,131.0,1.0,,,,2019-2WD-SSE-AD-12313738,2019 Toyota Kluger Grande Auto 2WD,2019,27000,58500,3,2WD,private,https://www.carsales.com.au/cars/details/2019-toyota-kluger-grande-auto-2wd/SSE-AD-12313738/,2022-06-22 00:00:00
132,132.0,0.0,,,,,2014-AWD-SSE-AD-13027234,2014 Toyota Kluger GXL Auto AWD,2014,112000,34000,2,AWD,private,https://www.carsales.com.au/cars/details/2014-toyota-kluger-gxl-auto-awd/SSE-AD-13027234/,2022-06-22 00:00:00
133,133.0,1.0,,,,,2018-2WD-SSE-AD-12963037,2018 Toyota Kluger GX Auto 2WD,2018,61000,39500,1,2WD,private,https://www.carsales.com.au/cars/details/2018-toyota-kluger-gx-auto-2wd/SSE-AD-12963037/,2022-06-22 00:00:00
134,134.0,2.0,,,,,2012-AWD-SSE-AD-12884730,2012 Toyota Kluger Altitude Auto AWD MY12,2012,145000,24500,1,AWD,private,https://www.carsales.com.au/cars/details/2012-toyota-kluger-altitude-auto-awd-my12/SSE-AD-12884730/,2022-06-22 00:00:00
135,135.0,3.0,,,,,2015-2WD-SSE-AD-12924600,2015 Toyota Kluger GX Auto 2WD,2015,66000,37500,1,2WD,private,https://www.carsales.com.au/cars/details/2015-toyota-kluger-gx-auto-2wd/SSE-AD-12924600/,2022-06-22 00:00:00
136,136.0,4.0,,,,,2018-2WD-SSE-AD-12963037,2018 Toyota Kluger GX Auto 2WD,2018,61000,39500,1,2WD,private,https://www.carsales.com.au/cars/details/2018-toyota-kluger-gx-auto-2wd/SSE-AD-12963037/,2022-06-22 00:00:00
137,137.0,5.0,,,,,2014-AWD-SSE-AD-13027234,2014 Toyota Kluger GXL Auto AWD,2014,112000,34000,2,AWD,private,https://www.carsales.com.au/cars/details/2014-toyota-kluger-gxl-auto-awd/SSE-AD-13027234/,2022-06-22 00:00:00
138,138.0,6.0,,,,,2019-2WD-SSE-AD-12799852,2019 Toyota Kluger GXL Auto 2WD,2019,48500,48800,2,2WD,private,https://www.carsales.com.au/cars/details/2019-toyota-kluger-gxl-auto-2wd/SSE-AD-12799852/,2022-06-22 00:00:00
139,139.0,7.0,,,,,2018-AWD-SSE-AD-12554582,2018 Toyota Kluger Grande Auto AWD,2018,64665,53990,3,AWD,private,https://www.carsales.com.au/cars/details/2018-toyota-kluger-grande-auto-awd/SSE-AD-12554582/,2022-06-22 00:00:00
140,140.0,8.0,,,,,2016-AWD-SSE-AD-12902702,2016 Toyota Kluger Grande Auto AWD,2016,125000,39990,3,AWD,private,https://www.carsales.com.au/cars/details/2016-toyota-kluger-grande-auto-awd/SSE-AD-12902702/,2022-06-22 00:00:00
141,141.0,9.0,,,,,2018-2WD-SSE-AD-12801863,2018 Toyota Kluger Grande Auto 2WD,2018,33500,50000,3,2WD,private,https://www.carsales.com.au/cars/details/2018-toyota-kluger-grande-auto-2wd/SSE-AD-12801863/,2022-06-22 00:00:00
142,142.0,10.0,,,,,2018-AWD-SSE-AD-12930081,2018 Toyota Kluger GXL Auto AWD,2018,103300,39999,2,AWD,private,https://www.carsales.com.au/cars/details/2018-toyota-kluger-gxl-auto-awd/SSE-AD-12930081/,2022-06-22 00:00:00
143,143.0,11.0,,,,,2015-2WD-SSE-AD-12720105,2015 Toyota Kluger GX Auto 2WD,2015,143000,27995,1,2WD,private,https://www.carsales.com.au/cars/details/2015-toyota-kluger-gx-auto-2wd/SSE-AD-12720105/,2022-06-22 00:00:00
144,144.0,12.0,,,,,2014-AWD-SSE-AD-12752087,2014 Toyota Kluger Grande Auto AWD,2014,101900,37500,3,AWD,private,https://www.carsales.com.au/cars/details/2014-toyota-kluger-grande-auto-awd/SSE-AD-12752087/,2022-06-22 00:00:00
145,145.0,13.0,,,,,2019-AWD-SSE-AD-12537255,2019 Toyota Kluger Grande Auto AWD,2019,15000,61999,3,AWD,private,https://www.carsales.com.au/cars/details/2019-toyota-kluger-grande-auto-awd/SSE-AD-12537255/,2022-06-22 00:00:00
146,146.0,0.0,,,,,2016-AWD-SSE-AD-12447352,2016 Toyota Kluger Grande Auto AWD,2016,54000,48000,3,AWD,private,https://www.carsales.com.au/cars/details/2016-toyota-kluger-grande-auto-awd/SSE-AD-12447352/,2022-06-22 00:00:00
147,147.0,1.0,,,,,2015-AWD-SSE-AD-12985739,2015 Toyota Kluger Grande Auto AWD,2015,112549,41500,3,AWD,private,https://www.carsales.com.au/cars/details/2015-toyota-kluger-grande-auto-awd/SSE-AD-12985739/,2022-06-22 00:00:00
148,148.0,2.0,,,,,2017-2WD-SSE-AD-12934227,2017 Toyota Kluger GX Auto 2WD,2017,111000,33500,1,2WD,private,https://www.carsales.com.au/cars/details/2017-toyota-kluger-gx-auto-2wd/SSE-AD-12934227/,2022-06-22 00:00:00
149,149.0,3.0,,,,,2014-AWD-SSE-AD-12621245,2014 Toyota Kluger GX Auto AWD,2014,91275,30900,1,AWD,private,https://www.carsales.com.au/cars/details/2014-toyota-kluger-gx-auto-awd/SSE-AD-12621245/,2022-06-22 00:00:00
150,150.0,4.0,,,,,2011-2WD-SSE-AD-13015561,2011 Toyota Kluger KX-S Auto 2WD MY11,2011,141000,23700,2,2WD,private,https://www.carsales.com.au/cars/details/2011-toyota-kluger-kx-s-auto-2wd-my11/SSE-AD-13015561/,2022-06-22 00:00:00
151,151.0,5.0,,,,,2014-2WD-SSE-AD-12059000,2014 Toyota Kluger Grande Auto 2WD,2014,71243,39500,3,2WD,private,https://www.carsales.com.au/cars/details/2014-toyota-kluger-grande-auto-2wd/SSE-AD-12059000/,2022-06-22 00:00:00
152,152.0,6.0,,,,,2019-AWD-SSE-AD-12617076,2019 Toyota Kluger GXL Auto AWD,2019,19649,58650,2,AWD,private,https://www.carsales.com.au/cars/details/2019-toyota-kluger-gxl-auto-awd/SSE-AD-12617076/,2022-06-22 00:00:00
153,153.0,7.0,,,,,2012-2WD-SSE-AD-13032270,2012 Toyota Kluger Altitude Auto 2WD MY12,2012,145842,24000,1,2WD,private,https://www.carsales.com.au/cars/details/2012-toyota-kluger-altitude-auto-2wd-my12/SSE-AD-13032270/,2022-06-22 00:00:00
154,154.0,8.0,,,,,2017-2WD-SSE-AD-12624836,2017 Toyota Kluger GX Auto 2WD,2017,67000,34999,1,2WD,private,https://www.carsales.com.au/cars/details/2017-toyota-kluger-gx-auto-2wd/SSE-AD-12624836/,2022-06-22 00:00:00
155,155.0,9.0,,,,,2014-AWD-SSE-AD-12966518,2014 Toyota Kluger GX Auto AWD,2014,144226,28990,1,AWD,private,https://www.carsales.com.au/cars/details/2014-toyota-kluger-gx-auto-awd/SSE-AD-12966518/,2022-06-22 00:00:00
156,156.0,10.0,,,,,2017-2WD-SSE-AD-12456464,2017 Toyota Kluger GX Auto 2WD,2017,113000,34500,1,2WD,private,https://www.carsales.com.au/cars/details/2017-toyota-kluger-gx-auto-2wd/SSE-AD-12456464/,2022-06-22 00:00:00
157,157.0,11.0,,,,,2016-2WD-SSE-AD-12177637,2016 Toyota Kluger GXL Auto 2WD,2016,89000,38000,2,2WD,private,https://www.carsales.com.au/cars/details/2016-toyota-kluger-gxl-auto-2wd/SSE-AD-12177637/,2022-06-22 00:00:00
158,158.0,0.0,,,,,2018-AWD-SSE-AD-12848247,2018 Toyota Kluger GXL Auto AWD,2018,37000,54000,2,AWD,private,https://www.carsales.com.au/cars/details/2018-toyota-kluger-gxl-auto-awd/SSE-AD-12848247/,2022-06-22 00:00:00
159,159.0,1.0,,,,,2019-2WD-SSE-AD-12313738,2019 Toyota Kluger Grande Auto 2WD,2019,27000,58500,3,2WD,private,https://www.carsales.com.au/cars/details/2019-toyota-kluger-grande-auto-2wd/SSE-AD-12313738/,2022-06-22 00:00:00
160,0.0,,,,,,2015-2WD-SSE-AD-12924600,2015 Toyota Kluger GX Auto 2WD,2015,66000,37500,1,2WD,private,https://www.carsales.com.au/cars/details/2015-toyota-kluger-gx-auto-2wd/SSE-AD-12924600/,2022-06-22 00:00:00
161,1.0,,,,,,2012-AWD-SSE-AD-12884730,2012 Toyota Kluger Altitude Auto AWD MY12,2012,145000,24500,1,AWD,private,https://www.carsales.com.au/cars/details/2012-toyota-kluger-altitude-auto-awd-my12/SSE-AD-12884730/,2022-06-22 00:00:00
162,2.0,,,,,,2012-AWD-SSE-AD-12884730,2012 Toyota Kluger Altitude Auto AWD MY12,2012,145000,24500,1,AWD,private,https://www.carsales.com.au/cars/details/2012-toyota-kluger-altitude-auto-awd-my12/SSE-AD-12884730/,2022-06-22 00:00:00
163,3.0,,,,,,2015-2WD-SSE-AD-12924600,2015 Toyota Kluger GX Auto 2WD,2015,66000,37500,1,2WD,private,https://www.carsales.com.au/cars/details/2015-toyota-kluger-gx-auto-2wd/SSE-AD-12924600/,2022-06-22 00:00:00
164,4.0,,,,,,2018-2WD-SSE-AD-12963037,2018 Toyota Kluger GX Auto 2WD,2018,61000,39500,1,2WD,private,https://www.carsales.com.au/cars/details/2018-toyota-kluger-gx-auto-2wd/SSE-AD-12963037/,2022-06-22 00:00:00
165,5.0,,,,,,2014-AWD-SSE-AD-13027234,2014 Toyota Kluger GXL Auto AWD,2014,112000,34000,2,AWD,private,https://www.carsales.com.au/cars/details/2014-toyota-kluger-gxl-auto-awd/SSE-AD-13027234/,2022-06-22 00:00:00
166,6.0,,,,,,2019-2WD-SSE-AD-12799852,2019 Toyota Kluger GXL Auto 2WD,2019,48500,48800,2,2WD,private,https://www.carsales.com.au/cars/details/2019-toyota-kluger-gxl-auto-2wd/SSE-AD-12799852/,2022-06-22 00:00:00
167,7.0,,,,,,2018-AWD-SSE-AD-12554582,2018 Toyota Kluger Grande Auto AWD,2018,64665,53990,3,AWD,private,https://www.carsales.com.au/cars/details/2018-toyota-kluger-grande-auto-awd/SSE-AD-12554582/,2022-06-22 00:00:00
168,8.0,,,,,,2016-AWD-SSE-AD-12902702,2016 Toyota Kluger Grande Auto AWD,2016,125000,39990,3,AWD,private,https://www.carsales.com.au/cars/details/2016-toyota-kluger-grande-auto-awd/SSE-AD-12902702/,2022-06-22 00:00:00
169,9.0,,,,,,2018-2WD-SSE-AD-12801863,2018 Toyota Kluger Grande Auto 2WD,2018,33500,50000,3,2WD,private,https://www.carsales.com.au/cars/details/2018-toyota-kluger-grande-auto-2wd/SSE-AD-12801863/,2022-06-22 00:00:00
170,10.0,,,,,,2018-AWD-SSE-AD-12930081,2018 Toyota Kluger GXL Auto AWD,2018,103300,39999,2,AWD,private,https://www.carsales.com.au/cars/details/2018-toyota-kluger-gxl-auto-awd/SSE-AD-12930081/,2022-06-22 00:00:00
171,11.0,,,,,,2015-2WD-SSE-AD-12720105,2015 Toyota Kluger GX Auto 2WD,2015,143000,27995,1,2WD,private,https://www.carsales.com.au/cars/details/2015-toyota-kluger-gx-auto-2wd/SSE-AD-12720105/,2022-06-22 00:00:00
172,12.0,,,,,,2014-AWD-SSE-AD-12752087,2014 Toyota Kluger Grande Auto AWD,2014,101900,37500,3,AWD,private,https://www.carsales.com.au/cars/details/2014-toyota-kluger-grande-auto-awd/SSE-AD-12752087/,2022-06-22 00:00:00
173,13.0,,,,,,2019-AWD-SSE-AD-12537255,2019 Toyota Kluger Grande Auto AWD,2019,15000,61999,3,AWD,private,https://www.carsales.com.au/cars/details/2019-toyota-kluger-grande-auto-awd/SSE-AD-12537255/,2022-06-22 00:00:00
174,0.0,,,,,,2016-AWD-SSE-AD-12447352,2016 Toyota Kluger Grande Auto AWD,2016,54000,48000,3,AWD,private,https://www.carsales.com.au/cars/details/2016-toyota-kluger-grande-auto-awd/SSE-AD-12447352/,2022-06-22 00:00:00
175,1.0,,,,,,2015-AWD-SSE-AD-12985739,2015 Toyota Kluger Grande Auto AWD,2015,112549,41500,3,AWD,private,https://www.carsales.com.au/cars/details/2015-toyota-kluger-grande-auto-awd/SSE-AD-12985739/,2022-06-22 00:00:00
176,2.0,,,,,,2017-2WD-SSE-AD-12934227,2017 Toyota Kluger GX Auto 2WD,2017,111000,33500,1,2WD,private,https://www.carsales.com.au/cars/details/2017-toyota-kluger-gx-auto-2wd/SSE-AD-12934227/,2022-06-22 00:00:00
177,3.0,,,,,,2014-AWD-SSE-AD-12621245,2014 Toyota Kluger GX Auto AWD,2014,91275,30900,1,AWD,private,https://www.carsales.com.au/cars/details/2014-toyota-kluger-gx-auto-awd/SSE-AD-12621245/,2022-06-22 00:00:00
178,4.0,,,,,,2011-2WD-SSE-AD-13015561,2011 Toyota Kluger KX-S Auto 2WD MY11,2011,141000,23700,2,2WD,private,https://www.carsales.com.au/cars/details/2011-toyota-kluger-kx-s-auto-2wd-my11/SSE-AD-13015561/,2022-06-22 00:00:00
179,5.0,,,,,,2014-2WD-SSE-AD-12059000,2014 Toyota Kluger Grande Auto 2WD,2014,71243,39500,3,2WD,private,https://www.carsales.com.au/cars/details/2014-toyota-kluger-grande-auto-2wd/SSE-AD-12059000/,2022-06-22 00:00:00
180,6.0,,,,,,2019-AWD-SSE-AD-12617076,2019 Toyota Kluger GXL Auto AWD,2019,19649,58650,2,AWD,private,https://www.carsales.com.au/cars/details/2019-toyota-kluger-gxl-auto-awd/SSE-AD-12617076/,2022-06-22 00:00:00
181,7.0,,,,,,2012-2WD-SSE-AD-13032270,2012 Toyota Kluger Altitude Auto 2WD MY12,2012,145842,24000,1,2WD,private,https://www.carsales.com.au/cars/details/2012-toyota-kluger-altitude-auto-2wd-my12/SSE-AD-13032270/,2022-06-22 00:00:00
182,8.0,,,,,,2017-2WD-SSE-AD-12624836,2017 Toyota Kluger GX Auto 2WD,2017,67000,34999,1,2WD,private,https://www.carsales.com.au/cars/details/2017-toyota-kluger-gx-auto-2wd/SSE-AD-12624836/,2022-06-22 00:00:00
183,9.0,,,,,,2014-AWD-SSE-AD-12966518,2014 Toyota Kluger GX Auto AWD,2014,144226,28990,1,AWD,private,https://www.carsales.com.au/cars/details/2014-toyota-kluger-gx-auto-awd/SSE-AD-12966518/,2022-06-22 00:00:00
184,10.0,,,,,,2017-2WD-SSE-AD-12456464,2017 Toyota Kluger GX Auto 2WD,2017,113000,34500,1,2WD,private,https://www.carsales.com.au/cars/details/2017-toyota-kluger-gx-auto-2wd/SSE-AD-12456464/,2022-06-22 00:00:00
185,11.0,,,,,,2016-2WD-SSE-AD-12177637,2016 Toyota Kluger GXL Auto 2WD,2016,89000,38000,2,2WD,private,https://www.carsales.com.au/cars/details/2016-toyota-kluger-gxl-auto-2wd/SSE-AD-12177637/,2022-06-22 00:00:00
186,0.0,,,,,,2018-AWD-SSE-AD-12848247,2018 Toyota Kluger GXL Auto AWD,2018,37000,54000,2,AWD,private,https://www.carsales.com.au/cars/details/2018-toyota-kluger-gxl-auto-awd/SSE-AD-12848247/,2022-06-22 00:00:00
187,1.0,,,,,,2019-2WD-SSE-AD-12313738,2019 Toyota Kluger Grande Auto 2WD,2019,27000,58500,3,2WD,private,https://www.carsales.com.au/cars/details/2019-toyota-kluger-grande-auto-2wd/SSE-AD-12313738/,2022-06-22 00:00:00
0,,,,,,,2018-2WD-SSE-AD-12963037,2018 Toyota Kluger GX Auto 2WD,2018,61000,39500,1,2WD,private,https://www.carsales.com.au/cars/details/2018-toyota-kluger-gx-auto-2wd/SSE-AD-12963037/,2022-06-22 00:00:00
1,,,,,,,2015-2WD-SSE-AD-12924600,2015 Toyota Kluger GX Auto 2WD,2015,66000,37500,1,2WD,private,https://www.carsales.com.au/cars/details/2015-toyota-kluger-gx-auto-2wd/SSE-AD-12924600/,2022-06-22 00:00:00
2,,,,,,,2012-AWD-SSE-AD-12884730,2012 Toyota Kluger Altitude Auto AWD MY12,2012,145000,24500,1,AWD,private,https://www.carsales.com.au/cars/details/2012-toyota-kluger-altitude-auto-awd-my12/SSE-AD-12884730/,2022-06-22 00:00:00
3,,,,,,,2015-2WD-SSE-AD-12924600,2015 Toyota Kluger GX Auto 2WD,2015,66000,37500,1,2WD,private,https://www.carsales.com.au/cars/details/2015-toyota-kluger-gx-auto-2wd/SSE-AD-12924600/,2022-06-22 00:00:00
4,,,,,,,2018-2WD-SSE-AD-12963037,2018 Toyota Kluger GX Auto 2WD,2018,61000,39500,1,2WD,private,https://www.carsales.com.au/cars/details/2018-toyota-kluger-gx-auto-2wd/SSE-AD-12963037/,2022-06-22 00:00:00
5,,,,,,,2014-AWD-SSE-AD-13027234,2014 Toyota Kluger GXL Auto AWD,2014,112000,34000,2,AWD,private,https://www.carsales.com.au/cars/details/2014-toyota-kluger-gxl-auto-awd/SSE-AD-13027234/,2022-06-22 00:00:00
6,,,,,,,2019-2WD-SSE-AD-12799852,2019 Toyota Kluger GXL Auto 2WD,2019,48500,48800,2,2WD,private,https://www.carsales.com.au/cars/details/2019-toyota-kluger-gxl-auto-2wd/SSE-AD-12799852/,2022-06-22 00:00:00
7,,,,,,,2018-AWD-SSE-AD-12554582,2018 Toyota Kluger Grande Auto AWD,2018,64665,53990,3,AWD,private,https://www.carsales.com.au/cars/details/2018-toyota-kluger-grande-auto-awd/SSE-AD-12554582/,2022-06-22 00:00:00
8,,,,,,,2016-AWD-SSE-AD-12902702,2016 Toyota Kluger Grande Auto AWD,2016,125000,39990,3,AWD,private,https://www.carsales.com.au/cars/details/2016-toyota-kluger-grande-auto-awd/SSE-AD-12902702/,2022-06-22 00:00:00
9,,,,,,,2018-2WD-SSE-AD-12801863,2018 Toyota Kluger Grande Auto 2WD,2018,33500,50000,3,2WD,private,https://www.carsales.com.au/cars/details/2018-toyota-kluger-grande-auto-2wd/SSE-AD-12801863/,2022-06-22 00:00:00
